"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.24363636364E+008, -1.81992583879E+001, +0.00000000000E+000
+3.27636363636E+008, -1.81018287760E+001, +0.00000000000E+000
+3.30909090909E+008, -1.79996066212E+001, +0.00000000000E+000
+3.34181818182E+008, -1.78898660564E+001, +0.00000000000E+000
+3.37454545455E+008, -1.77734499463E+001, +0.00000000000E+000
+3.40727272727E+008, -1.77004531691E+001, +0.00000000000E+000
+3.44000000000E+008, -1.76343616796E+001, +0.00000000000E+000
+3.47272727273E+008, -1.75040452164E+001, +0.00000000000E+000
+3.50545454545E+008, -1.73773852082E+001, +0.00000000000E+000
+3.53818181818E+008, -1.72606148585E+001, +0.00000000000E+000
+3.57090909091E+008, -1.71499706409E+001, +0.00000000000E+000
+3.60363636364E+008, -1.70472883278E+001, +0.00000000000E+000
+3.63636363636E+008, -1.69882885994E+001, +0.00000000000E+000
+3.66909090909E+008, -1.69631891037E+001, +0.00000000000E+000
+3.70181818182E+008, -1.68995377969E+001, +0.00000000000E+000
+3.73454545455E+008, -1.68237556381E+001, +0.00000000000E+000
+3.76727272727E+008, -1.67429806207E+001, +0.00000000000E+000
+3.80000000000E+008, -1.66576572874E+001, +0.00000000000E+000
+3.83272727273E+008, -1.65640093762E+001, +0.00000000000E+000
+3.86545454545E+008, -1.64570960448E+001, +0.00000000000E+000
+3.89818181818E+008, -1.63343102381E+001, +0.00000000000E+000
+3.93090909091E+008, -1.61968840993E+001, +0.00000000000E+000
+3.96363636364E+008, -1.60466376736E+001, +0.00000000000E+000
+3.99636363636E+008, -1.58858329062E+001, +0.00000000000E+000
+4.02909090909E+008, -1.57180758783E+001, +0.00000000000E+000
+4.06181818182E+008, -1.55401601472E+001, +0.00000000000E+000
+4.09454545455E+008, -1.53588524389E+001, +0.00000000000E+000
+4.12727272727E+008, -1.51818166588E+001, +0.00000000000E+000
+4.16000000000E+008, -1.50144232721E+001, +0.00000000000E+000
+4.19272727273E+008, -1.48634969912E+001, +0.00000000000E+000
+4.22545454545E+008, -1.47318985595E+001, +0.00000000000E+000
+4.25818181818E+008, -1.46254080160E+001, +0.00000000000E+000
+4.29090909091E+008, -1.45429731733E+001, +0.00000000000E+000
+4.32363636364E+008, -1.44830271144E+001, +0.00000000000E+000
+4.35636363636E+008, -1.44437359265E+001, +0.00000000000E+000
+4.38909090909E+008, -1.44182423976E+001, +0.00000000000E+000
+4.42181818182E+008, -1.43990466123E+001, +0.00000000000E+000
+4.45454545455E+008, -1.43817939480E+001, +0.00000000000E+000
+4.48727272727E+008, -1.43600205769E+001, +0.00000000000E+000
+4.52000000000E+008, -1.43345431547E+001, +0.00000000000E+000
+4.55272727273E+008, -1.42952201752E+001, +0.00000000000E+000
+4.58545454545E+008, -1.42264710716E+001, +0.00000000000E+000
+4.61818181818E+008, -1.41295990857E+001, +0.00000000000E+000
+4.65090909091E+008, -1.40087168194E+001, +0.00000000000E+000
+4.68363636364E+008, -1.38679140449E+001, +0.00000000000E+000
+4.71636363636E+008, -1.37096526087E+001, +0.00000000000E+000
+4.74909090909E+008, -1.35379481886E+001, +0.00000000000E+000
+4.78181818182E+008, -1.33568454705E+001, +0.00000000000E+000
+4.81454545455E+008, -1.31742543201E+001, +0.00000000000E+000
+4.84727272727E+008, -1.29972324692E+001, +0.00000000000E+000
+4.88000000000E+008, -1.28305263682E+001, +0.00000000000E+000
+4.91272727273E+008, -1.26750424159E+001, +0.00000000000E+000
+4.94545454545E+008, -1.25368292284E+001, +0.00000000000E+000
+4.97818181818E+008, -1.24247326577E+001, +0.00000000000E+000
+5.01090909091E+008, -1.23439544755E+001, +0.00000000000E+000
+5.04363636364E+008, -1.22881320864E+001, +0.00000000000E+000
+5.07636363636E+008, -1.22546781549E+001, +0.00000000000E+000
+5.10909090909E+008, -1.22253646102E+001, +0.00000000000E+000
+5.14181818182E+008, -1.21846229432E+001, +0.00000000000E+000
+5.17454545455E+008, -1.21428882532E+001, +0.00000000000E+000
+5.20727272727E+008, -1.21062534357E+001, +0.00000000000E+000
+5.24000000000E+008, -1.20656170802E+001, +0.00000000000E+000
+5.27272727273E+008, -1.20146150442E+001, +0.00000000000E+000
+5.30545454545E+008, -1.19522277294E+001, +0.00000000000E+000
+5.33818181818E+008, -1.18743591488E+001, +0.00000000000E+000
+5.37090909091E+008, -1.17824345242E+001, +0.00000000000E+000
+5.40363636364E+008, -1.16762211184E+001, +0.00000000000E+000
+5.43636363636E+008, -1.15604164843E+001, +0.00000000000E+000
+5.46909090909E+008, -1.14383096498E+001, +0.00000000000E+000
+5.50181818182E+008, -1.13140950173E+001, +0.00000000000E+000
+5.53454545455E+008, -1.11914383777E+001, +0.00000000000E+000
+5.56727272727E+008, -1.10729766705E+001, +0.00000000000E+000
+5.60000000000E+008, -1.09625389307E+001, +0.00000000000E+000
+5.63272727273E+008, -1.08727924700E+001, +0.00000000000E+000
+5.66545454545E+008, -1.07876723449E+001, +0.00000000000E+000
+5.69818181818E+008, -1.07005359436E+001, +0.00000000000E+000
+5.73090909091E+008, -1.06198698246E+001, +0.00000000000E+000
+5.76363636364E+008, -1.05438926480E+001, +0.00000000000E+000
+5.79636363636E+008, -1.04703019793E+001, +0.00000000000E+000
+5.82909090909E+008, -1.03936174599E+001, +0.00000000000E+000
+5.86181818182E+008, -1.03088113212E+001, +0.00000000000E+000
+5.89454545455E+008, -1.02161232444E+001, +0.00000000000E+000
+5.92727272727E+008, -1.01158287692E+001, +0.00000000000E+000
+5.96000000000E+008, -1.00093893132E+001, +0.00000000000E+000
+5.99272727273E+008, -9.89882527029E+000, +0.00000000000E+000
+6.02545454545E+008, -9.79080011313E+000, +0.00000000000E+000
+6.05818181818E+008, -9.68525140969E+000, +0.00000000000E+000
+6.09090909091E+008, -9.58399594574E+000, +0.00000000000E+000
+6.12363636364E+008, -9.49141101827E+000, +0.00000000000E+000
+6.15636363636E+008, -9.40693126266E+000, +0.00000000000E+000
+6.18909090909E+008, -9.32332106379E+000, +0.00000000000E+000
+6.22181818182E+008, -9.24209381116E+000, +0.00000000000E+000
+6.25454545455E+008, -9.16750118842E+000, +0.00000000000E+000
+6.28727272727E+008, -9.10803022239E+000, +0.00000000000E+000
+6.32000000000E+008, -9.08573348719E+000, +0.00000000000E+000
+6.35272727273E+008, -9.07011832967E+000, +0.00000000000E+000
+6.38545454545E+008, -9.01938344725E+000, +0.00000000000E+000
+6.41818181818E+008, -8.95766810961E+000, +0.00000000000E+000
+6.45090909091E+008, -8.89041402530E+000, +0.00000000000E+000
+6.48363636364E+008, -8.81604588693E+000, +0.00000000000E+000
+6.51636363636E+008, -8.73260561441E+000, +0.00000000000E+000
+6.54909090909E+008, -8.64223855156E+000, +0.00000000000E+000
+6.58181818182E+008, -8.54514033208E+000, +0.00000000000E+000
+6.61454545455E+008, -8.43553580564E+000, +0.00000000000E+000
+6.64727272727E+008, -8.30924731549E+000, +0.00000000000E+000
+6.68000000000E+008, -8.17630799505E+000, +0.00000000000E+000
+6.71272727273E+008, -8.04224855829E+000, +0.00000000000E+000
+6.74545454545E+008, -7.91093638624E+000, +0.00000000000E+000
+6.77818181818E+008, -7.78586893441E+000, +0.00000000000E+000
+6.81090909091E+008, -7.67010334502E+000, +0.00000000000E+000
+6.84363636364E+008, -7.56666300253E+000, +0.00000000000E+000
+6.87636363636E+008, -7.47845029835E+000, +0.00000000000E+000
+6.90909090909E+008, -7.40574658309E+000, +0.00000000000E+000
+6.94181818182E+008, -7.34301543052E+000, +0.00000000000E+000
+6.97454545455E+008, -7.29301644871E+000, +0.00000000000E+000
+7.00727272727E+008, -7.25798151570E+000, +0.00000000000E+000
+7.04000000000E+008, -7.22308658208E+000, +0.00000000000E+000
+7.07272727273E+008, -7.18172161422E+000, +0.00000000000E+000
+7.10545454545E+008, -7.13523581771E+000, +0.00000000000E+000
+7.13818181818E+008, -7.08343459045E+000, +0.00000000000E+000
+7.17090909091E+008, -7.02234452245E+000, +0.00000000000E+000
+7.20363636364E+008, -6.94987876508E+000, +0.00000000000E+000
+7.23636363636E+008, -6.86597558768E+000, +0.00000000000E+000
+7.26909090909E+008, -6.77165085765E+000, +0.00000000000E+000
+7.30181818182E+008, -6.66445908942E+000, +0.00000000000E+000
+7.33454545455E+008, -6.54726776289E+000, +0.00000000000E+000
+7.36727272727E+008, -6.42202334806E+000, +0.00000000000E+000
+7.40000000000E+008, -6.29362679582E+000, +0.00000000000E+000
+7.43272727273E+008, -6.16465573049E+000, +0.00000000000E+000
+7.46545454545E+008, -6.04049881969E+000, +0.00000000000E+000
+7.49818181818E+008, -5.92617116782E+000, +0.00000000000E+000
+7.53090909091E+008, -5.83128843006E+000, +0.00000000000E+000
+7.56363636364E+008, -5.78205769839E+000, +0.00000000000E+000
+7.59636363636E+008, -5.80490462892E+000, +0.00000000000E+000
+7.62909090909E+008, -5.79831100897E+000, +0.00000000000E+000
+7.66181818182E+008, -5.70934689760E+000, +0.00000000000E+000
+7.69454545455E+008, -5.61187112311E+000, +0.00000000000E+000
+7.72727272727E+008, -5.53006469050E+000, +0.00000000000E+000
+7.76000000000E+008, -5.46140840571E+000, +0.00000000000E+000
+7.79272727273E+008, -5.40327652330E+000, +0.00000000000E+000
+7.82545454545E+008, -5.36420816253E+000, +0.00000000000E+000
+7.85818181818E+008, -5.36291424288E+000, +0.00000000000E+000
+7.89090909091E+008, -5.39134129737E+000, +0.00000000000E+000
+7.92363636364E+008, -5.36369369121E+000, +0.00000000000E+000
+7.95636363636E+008, -5.27334192902E+000, +0.00000000000E+000
+7.98909090909E+008, -5.16846600056E+000, +0.00000000000E+000
+8.02181818182E+008, -5.06874501400E+000, +0.00000000000E+000
+8.05454545455E+008, -4.97302292630E+000, +0.00000000000E+000
+8.08727272727E+008, -4.87828873060E+000, +0.00000000000E+000
+8.12000000000E+008, -4.78391576734E+000, +0.00000000000E+000
+8.15272727273E+008, -4.69421550267E+000, +0.00000000000E+000
+8.18545454545E+008, -4.60932689232E+000, +0.00000000000E+000
+8.21818181818E+008, -4.52912329431E+000, +0.00000000000E+000
+8.25090909091E+008, -4.44907215867E+000, +0.00000000000E+000
+8.28363636364E+008, -4.36866460525E+000, +0.00000000000E+000
+8.31636363636E+008, -4.28936382174E+000, +0.00000000000E+000
+8.34909090909E+008, -4.21554877955E+000, +0.00000000000E+000
+8.38181818182E+008, -4.15260627790E+000, +0.00000000000E+000
+8.41454545455E+008, -4.10217803349E+000, +0.00000000000E+000
+8.44727272727E+008, -4.05740658423E+000, +0.00000000000E+000
+8.48000000000E+008, -4.01607937692E+000, +0.00000000000E+000
+8.51272727273E+008, -3.97397360691E+000, +0.00000000000E+000
+8.54545454545E+008, -3.92837011026E+000, +0.00000000000E+000
+8.57818181818E+008, -3.88040864476E+000, +0.00000000000E+000
+8.61090909091E+008, -3.82693019817E+000, +0.00000000000E+000
+8.64363636364E+008, -3.75197814491E+000, +0.00000000000E+000
+8.67636363636E+008, -3.65139624614E+000, +0.00000000000E+000
+8.70909090909E+008, -3.54505945554E+000, +0.00000000000E+000
+8.74181818182E+008, -3.44987803737E+000, +0.00000000000E+000
+8.77454545455E+008, -3.37120021873E+000, +0.00000000000E+000
+8.80727272727E+008, -3.30518913611E+000, +0.00000000000E+000
+8.84000000000E+008, -3.24623106325E+000, +0.00000000000E+000
+8.87272727273E+008, -3.19154247278E+000, +0.00000000000E+000
+8.90545454545E+008, -3.14046881434E+000, +0.00000000000E+000
+8.93818181818E+008, -3.09188397535E+000, +0.00000000000E+000
+8.97090909091E+008, -3.04189690030E+000, +0.00000000000E+000
+9.00363636364E+008, -2.98853418644E+000, +0.00000000000E+000
+9.03636363636E+008, -2.93090148756E+000, +0.00000000000E+000
+9.06909090909E+008, -2.87171955924E+000, +0.00000000000E+000
+9.10181818182E+008, -2.81340056807E+000, +0.00000000000E+000
+9.13454545455E+008, -2.75584778724E+000, +0.00000000000E+000
+9.16727272727E+008, -2.70080694233E+000, +0.00000000000E+000
+9.20000000000E+008, -2.64934574062E+000, +0.00000000000E+000
+9.23272727273E+008, -2.60258529365E+000, +0.00000000000E+000
+9.26545454545E+008, -2.56170738526E+000, +0.00000000000E+000
+9.29818181818E+008, -2.52860002130E+000, +0.00000000000E+000
+9.33090909091E+008, -2.50409638537E+000, +0.00000000000E+000
+9.36363636364E+008, -2.49052328873E+000, +0.00000000000E+000
+9.39636363636E+008, -2.48663649452E+000, +0.00000000000E+000
+9.42909090909E+008, -2.49293206496E+000, +0.00000000000E+000
+9.46181818182E+008, -2.50430107342E+000, +0.00000000000E+000
+9.49454545455E+008, -2.51679003366E+000, +0.00000000000E+000
+9.52727272727E+008, -2.52016708040E+000, +0.00000000000E+000
+9.56000000000E+008, -2.51320422713E+000, +0.00000000000E+000
+9.59272727273E+008, -2.49516713827E+000, +0.00000000000E+000
+9.62545454545E+008, -2.47068776058E+000, +0.00000000000E+000
+9.65818181818E+008, -2.44480204363E+000, +0.00000000000E+000
+9.69090909091E+008, -2.42051858591E+000, +0.00000000000E+000
+9.72363636364E+008, -2.40022959966E+000, +0.00000000000E+000
+9.75636363636E+008, -2.38274281926E+000, +0.00000000000E+000
+9.78909090909E+008, -2.36715175346E+000, +0.00000000000E+000
+9.82181818182E+008, -2.35376776954E+000, +0.00000000000E+000
+9.85454545455E+008, -2.34357211655E+000, +0.00000000000E+000
+9.88727272727E+008, -2.33914769984E+000, +0.00000000000E+000
+9.92000000000E+008, -2.34488806134E+000, +0.00000000000E+000
+9.95272727273E+008, -2.36185670191E+000, +0.00000000000E+000
+9.98545454545E+008, -2.38897800583E+000, +0.00000000000E+000
+1.00181818182E+009, -2.41559823557E+000, +0.00000000000E+000
+1.00509090909E+009, -2.43325808979E+000, +0.00000000000E+000
+1.00836363636E+009, -2.44310674977E+000, +0.00000000000E+000
+1.01163636364E+009, -2.44869963935E+000, +0.00000000000E+000
+1.01490909091E+009, -2.45218880348E+000, +0.00000000000E+000
+1.01818181818E+009, -2.45266595320E+000, +0.00000000000E+000
+1.02145454545E+009, -2.45068937136E+000, +0.00000000000E+000
+1.02472727273E+009, -2.45050365935E+000, +0.00000000000E+000
+1.02800000000E+009, -2.45470623059E+000, +0.00000000000E+000
+1.03127272727E+009, -2.46226432293E+000, +0.00000000000E+000
+1.03454545455E+009, -2.47302317199E+000, +0.00000000000E+000
+1.03781818182E+009, -2.48620435941E+000, +0.00000000000E+000
+1.04109090909E+009, -2.50118180001E+000, +0.00000000000E+000
+1.04436363636E+009, -2.51640504168E+000, +0.00000000000E+000
+1.04763636364E+009, -2.53002185961E+000, +0.00000000000E+000
+1.05090909091E+009, -2.54113722851E+000, +0.00000000000E+000
+1.05418181818E+009, -2.54960834122E+000, +0.00000000000E+000
+1.05745454545E+009, -2.55631134901E+000, +0.00000000000E+000
+1.06072727273E+009, -2.56117715963E+000, +0.00000000000E+000
+1.06400000000E+009, -2.56383007343E+000, +0.00000000000E+000
+1.06727272727E+009, -2.56831465283E+000, +0.00000000000E+000
+1.07054545455E+009, -2.58024509147E+000, +0.00000000000E+000
+1.07381818182E+009, -2.60110305372E+000, +0.00000000000E+000
+1.07709090909E+009, -2.62892640320E+000, +0.00000000000E+000
+1.08036363636E+009, -2.66131904427E+000, +0.00000000000E+000
+1.08363636364E+009, -2.69817960167E+000, +0.00000000000E+000
+1.08690909091E+009, -2.73831968657E+000, +0.00000000000E+000
+1.09018181818E+009, -2.78331135331E+000, +0.00000000000E+000
+1.09345454545E+009, -2.83357584870E+000, +0.00000000000E+000
+1.09672727273E+009, -2.89045165633E+000, +0.00000000000E+000
+1.10000000000E+009, -2.95089312730E+000, +0.00000000000E+000
+1.10327272727E+009, -3.01862717167E+000, +0.00000000000E+000
+1.10654545455E+009, -3.08683934041E+000, +0.00000000000E+000
+1.10981818182E+009, -3.15490832097E+000, +0.00000000000E+000
+1.11309090909E+009, -3.22071286286E+000, +0.00000000000E+000
+1.11636363636E+009, -3.28413587090E+000, +0.00000000000E+000
+1.11963636364E+009, -3.34452162393E+000, +0.00000000000E+000
+1.12290909091E+009, -3.39959093242E+000, +0.00000000000E+000
+1.12618181818E+009, -3.44908222920E+000, +0.00000000000E+000
+1.12945454545E+009, -3.49346761082E+000, +0.00000000000E+000
+1.13272727273E+009, -3.53814308991E+000, +0.00000000000E+000
+1.13600000000E+009, -3.58408306869E+000, +0.00000000000E+000
+1.13927272727E+009, -3.62966797801E+000, +0.00000000000E+000
+1.14254545455E+009, -3.67695725887E+000, +0.00000000000E+000
+1.14581818182E+009, -3.72084215604E+000, +0.00000000000E+000
+1.14909090909E+009, -3.76836728241E+000, +0.00000000000E+000
+1.15236363636E+009, -3.82855476257E+000, +0.00000000000E+000
+1.15563636364E+009, -3.89565322178E+000, +0.00000000000E+000
+1.15890909091E+009, -3.96067165920E+000, +0.00000000000E+000
+1.16218181818E+009, -4.01257541024E+000, +0.00000000000E+000
+1.16545454545E+009, -4.04045354300E+000, +0.00000000000E+000
+1.16872727273E+009, -4.04942200273E+000, +0.00000000000E+000
+1.17200000000E+009, -4.05304046776E+000, +0.00000000000E+000
+1.17527272727E+009, -4.06547452908E+000, +0.00000000000E+000
+1.17854545455E+009, -4.09114442054E+000, +0.00000000000E+000
+1.18181818182E+009, -4.12981439601E+000, +0.00000000000E+000
+1.18509090909E+009, -4.17657442552E+000, +0.00000000000E+000
+1.18836363636E+009, -4.22150514885E+000, +0.00000000000E+000
+1.19163636364E+009, -4.25345472528E+000, +0.00000000000E+000
+1.19490909091E+009, -4.26725426396E+000, +0.00000000000E+000
+1.19818181818E+009, -4.27506385297E+000, +0.00000000000E+000
+1.20145454545E+009, -4.29387831048E+000, +0.00000000000E+000
+1.20472727273E+009, -4.32629706936E+000, +0.00000000000E+000
+1.20800000000E+009, -4.36835041656E+000, +0.00000000000E+000
+1.21127272727E+009, -4.41570738692E+000, +0.00000000000E+000
+1.21454545455E+009, -4.46929038272E+000, +0.00000000000E+000
+1.21781818182E+009, -4.52693214188E+000, +0.00000000000E+000
+1.22109090909E+009, -4.58693395786E+000, +0.00000000000E+000
+1.22436363636E+009, -4.64899480227E+000, +0.00000000000E+000
+1.22763636364E+009, -4.71247744971E+000, +0.00000000000E+000
+1.23090909091E+009, -4.77802621440E+000, +0.00000000000E+000
+1.23418181818E+009, -4.84437580575E+000, +0.00000000000E+000
+1.23745454545E+009, -4.91094663070E+000, +0.00000000000E+000
+1.24072727273E+009, -4.97724638225E+000, +0.00000000000E+000
+1.24400000000E+009, -5.04108882437E+000, +0.00000000000E+000
+1.24727272727E+009, -5.10134581367E+000, +0.00000000000E+000
+1.25054545455E+009, -5.15840082874E+000, +0.00000000000E+000
+1.25381818182E+009, -5.21087775019E+000, +0.00000000000E+000
+1.25709090909E+009, -5.26045250259E+000, +0.00000000000E+000
+1.26036363636E+009, -5.30877579920E+000, +0.00000000000E+000
+1.26363636364E+009, -5.35803111124E+000, +0.00000000000E+000
+1.26690909091E+009, -5.40931705183E+000, +0.00000000000E+000
+1.27018181818E+009, -5.46294595596E+000, +0.00000000000E+000
+1.27345454545E+009, -5.52090589945E+000, +0.00000000000E+000
+1.27672727273E+009, -5.58149010066E+000, +0.00000000000E+000
+1.28000000000E+009, -5.64369361042E+000, +0.00000000000E+000
+1.28327272727E+009, -5.70624233197E+000, +0.00000000000E+000
+1.28654545455E+009, -5.76947760329E+000, +0.00000000000E+000
+1.28981818182E+009, -5.83287098465E+000, +0.00000000000E+000
+1.29309090909E+009, -5.89626927018E+000, +0.00000000000E+000
+1.29636363636E+009, -5.95946425257E+000, +0.00000000000E+000
+1.29963636364E+009, -6.02083763244E+000, +0.00000000000E+000
+1.30290909091E+009, -6.07828135787E+000, +0.00000000000E+000
+1.30618181818E+009, -6.13015809494E+000, +0.00000000000E+000
+1.30945454545E+009, -6.17504824901E+000, +0.00000000000E+000
+1.31272727273E+009, -6.21292668159E+000, +0.00000000000E+000
+1.31600000000E+009, -6.24768606990E+000, +0.00000000000E+000
+1.31927272727E+009, -6.28389950984E+000, +0.00000000000E+000
+1.32254545455E+009, -6.32409531671E+000, +0.00000000000E+000
+1.32581818182E+009, -6.36834038262E+000, +0.00000000000E+000
+1.32909090909E+009, -6.41797052012E+000, +0.00000000000E+000
+1.33236363636E+009, -6.47344827243E+000, +0.00000000000E+000
+1.33563636364E+009, -6.53534525862E+000, +0.00000000000E+000
+1.33890909091E+009, -6.60364252003E+000, +0.00000000000E+000
+1.34218181818E+009, -6.67776495106E+000, +0.00000000000E+000
+1.34545454545E+009, -6.75780560478E+000, +0.00000000000E+000
+1.34872727273E+009, -6.84268686021E+000, +0.00000000000E+000
+1.35200000000E+009, -6.92915134867E+000, +0.00000000000E+000
+1.35527272727E+009, -7.01642609108E+000, +0.00000000000E+000
+1.35854545455E+009, -7.10265171851E+000, +0.00000000000E+000
+1.36181818182E+009, -7.18362013189E+000, +0.00000000000E+000
+1.36509090909E+009, -7.25483592779E+000, +0.00000000000E+000
+1.36836363636E+009, -7.31261348172E+000, +0.00000000000E+000
+1.37163636364E+009, -7.35911823412E+000, +0.00000000000E+000
+1.37490909091E+009, -7.39913504775E+000, +0.00000000000E+000
+1.37818181818E+009, -7.43611280752E+000, +0.00000000000E+000
+1.38145454545E+009, -7.46977584888E+000, +0.00000000000E+000
+1.38472727273E+009, -7.50281974550E+000, +0.00000000000E+000
+1.38800000000E+009, -7.53815719045E+000, +0.00000000000E+000
+1.39127272727E+009, -7.57779573137E+000, +0.00000000000E+000
+1.39454545455E+009, -7.62591141119E+000, +0.00000000000E+000
+1.39781818182E+009, -7.68226986111E+000, +0.00000000000E+000
+1.40109090909E+009, -7.74715178853E+000, +0.00000000000E+000
+1.40436363636E+009, -7.81900825636E+000, +0.00000000000E+000
+1.40763636364E+009, -7.89946398677E+000, +0.00000000000E+000
+1.41090909091E+009, -7.98681498135E+000, +0.00000000000E+000
+1.41418181818E+009, -8.07824498469E+000, +0.00000000000E+000
+1.41745454545E+009, -8.17088638337E+000, +0.00000000000E+000
+1.42072727273E+009, -8.26058753630E+000, +0.00000000000E+000
+1.42400000000E+009, -8.34555467428E+000, +0.00000000000E+000
+1.42727272727E+009, -8.42203297703E+000, +0.00000000000E+000
+1.43054545455E+009, -8.48805836839E+000, +0.00000000000E+000
+1.43381818182E+009, -8.54178805355E+000, +0.00000000000E+000
+1.43709090909E+009, -8.58396744482E+000, +0.00000000000E+000
+1.44036363636E+009, -8.61566953459E+000, +0.00000000000E+000
+1.44363636364E+009, -8.63712644384E+000, +0.00000000000E+000
+1.44690909091E+009, -8.65424612235E+000, +0.00000000000E+000
+1.45018181818E+009, -8.67083435377E+000, +0.00000000000E+000
+1.45345454545E+009, -8.68906295968E+000, +0.00000000000E+000
+1.45672727273E+009, -8.71626723047E+000, +0.00000000000E+000
+1.46000000000E+009, -8.75535666999E+000, +0.00000000000E+000
+1.46327272727E+009, -8.80903159389E+000, +0.00000000000E+000
+1.46654545455E+009, -8.87691287773E+000, +0.00000000000E+000
+1.46981818182E+009, -8.95918302562E+000, +0.00000000000E+000
+1.47309090909E+009, -9.05336665931E+000, +0.00000000000E+000
+1.47636363636E+009, -9.15670061340E+000, +0.00000000000E+000
+1.47963636364E+009, -9.26506743100E+000, +0.00000000000E+000
+1.48290909091E+009, -9.37391259670E+000, +0.00000000000E+000
+1.48618181818E+009, -9.47926022183E+000, +0.00000000000E+000
+1.48945454545E+009, -9.57605646092E+000, +0.00000000000E+000
+1.49272727273E+009, -9.66161124825E+000, +0.00000000000E+000
+1.49600000000E+009, -9.73502255643E+000, +0.00000000000E+000
+1.49927272727E+009, -9.79766650916E+000, +0.00000000000E+000
+1.50254545455E+009, -9.85181776489E+000, +0.00000000000E+000
+1.50581818182E+009, -9.89609936085E+000, +0.00000000000E+000
+1.50909090909E+009, -9.92884797417E+000, +0.00000000000E+000
+1.51236363636E+009, -9.95057733089E+000, +0.00000000000E+000
+1.51563636364E+009, -9.96358510737E+000, +0.00000000000E+000
+1.51890909091E+009, -9.97124659145E+000, +0.00000000000E+000
+1.52218181818E+009, -9.97740941232E+000, +0.00000000000E+000
+1.52545454545E+009, -9.98646525917E+000, +0.00000000000E+000
+1.52872727273E+009, -1.00033118898E+001, +0.00000000000E+000
+1.53200000000E+009, -1.00327417044E+001, +0.00000000000E+000
+1.53527272727E+009, -1.00772852249E+001, +0.00000000000E+000
+1.53854545455E+009, -1.01385637897E+001, +0.00000000000E+000
+1.54181818182E+009, -1.02153802934E+001, +0.00000000000E+000
+1.54509090909E+009, -1.03077539133E+001, +0.00000000000E+000
+1.54836363636E+009, -1.04111489680E+001, +0.00000000000E+000
+1.55163636364E+009, -1.05203615743E+001, +0.00000000000E+000
+1.55490909091E+009, -1.06299370476E+001, +0.00000000000E+000
+1.55818181818E+009, -1.07335674941E+001, +0.00000000000E+000
+1.56145454545E+009, -1.08275536008E+001, +0.00000000000E+000
+1.56472727273E+009, -1.09094802277E+001, +0.00000000000E+000
+1.56800000000E+009, -1.09796119465E+001, +0.00000000000E+000
+1.57127272727E+009, -1.10381937656E+001, +0.00000000000E+000
+1.57454545455E+009, -1.10863139408E+001, +0.00000000000E+000
