"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+8.45090909091E+008, -2.70440624055E+000, +0.00000000000E+000
+8.46545454545E+008, -2.69577991619E+000, +0.00000000000E+000
+8.48000000000E+008, -2.68660471374E+000, +0.00000000000E+000
+8.49454545455E+008, -2.67865867023E+000, +0.00000000000E+000
+8.50909090909E+008, -2.67046699759E+000, +0.00000000000E+000
+8.52363636364E+008, -2.66116885323E+000, +0.00000000000E+000
+8.53818181818E+008, -2.65079255860E+000, +0.00000000000E+000
+8.55272727273E+008, -2.63962311487E+000, +0.00000000000E+000
+8.56727272727E+008, -2.62852614313E+000, +0.00000000000E+000
+8.58181818182E+008, -2.61580213411E+000, +0.00000000000E+000
+8.59636363636E+008, -2.60172402006E+000, +0.00000000000E+000
+8.61090909091E+008, -2.58412224734E+000, +0.00000000000E+000
+8.62545454545E+008, -2.56171546579E+000, +0.00000000000E+000
+8.64000000000E+008, -2.53162015348E+000, +0.00000000000E+000
+8.65454545455E+008, -2.49620386101E+000, +0.00000000000E+000
+8.66909090909E+008, -2.45553727504E+000, +0.00000000000E+000
+8.68363636364E+008, -2.41251981203E+000, +0.00000000000E+000
+8.69818181818E+008, -2.36819877079E+000, +0.00000000000E+000
+8.71272727273E+008, -2.32373660266E+000, +0.00000000000E+000
+8.72727272727E+008, -2.28095185918E+000, +0.00000000000E+000
+8.74181818182E+008, -2.24028271413E+000, +0.00000000000E+000
+8.75636363636E+008, -2.20158872724E+000, +0.00000000000E+000
+8.77090909091E+008, -2.16478762868E+000, +0.00000000000E+000
+8.78545454545E+008, -2.12976353521E+000, +0.00000000000E+000
+8.80000000000E+008, -2.09597892138E+000, +0.00000000000E+000
+8.81454545455E+008, -2.06294489327E+000, +0.00000000000E+000
+8.82909090909E+008, -2.03062588035E+000, +0.00000000000E+000
+8.84363636364E+008, -1.99878180159E+000, +0.00000000000E+000
+8.85818181818E+008, -1.96781513881E+000, +0.00000000000E+000
+8.87272727273E+008, -1.93680206981E+000, +0.00000000000E+000
+8.88727272727E+008, -1.90680810045E+000, +0.00000000000E+000
+8.90181818182E+008, -1.87744515401E+000, +0.00000000000E+000
+8.91636363636E+008, -1.84863134881E+000, +0.00000000000E+000
+8.93090909091E+008, -1.82001752789E+000, +0.00000000000E+000
+8.94545454545E+008, -1.79216821434E+000, +0.00000000000E+000
+8.96000000000E+008, -1.76474725551E+000, +0.00000000000E+000
+8.97454545455E+008, -1.73697799890E+000, +0.00000000000E+000
+8.98909090909E+008, -1.70952388124E+000, +0.00000000000E+000
+9.00363636364E+008, -1.68260461816E+000, +0.00000000000E+000
+9.01818181818E+008, -1.65673414483E+000, +0.00000000000E+000
+9.03272727273E+008, -1.63031879865E+000, +0.00000000000E+000
+9.04727272727E+008, -1.60506696993E+000, +0.00000000000E+000
+9.06181818182E+008, -1.58035026117E+000, +0.00000000000E+000
+9.07636363636E+008, -1.55652128362E+000, +0.00000000000E+000
+9.09090909091E+008, -1.53336992924E+000, +0.00000000000E+000
+9.10545454545E+008, -1.51134395234E+000, +0.00000000000E+000
+9.12000000000E+008, -1.48965614966E+000, +0.00000000000E+000
+9.13454545455E+008, -1.46883003106E+000, +0.00000000000E+000
+9.14909090909E+008, -1.44910051959E+000, +0.00000000000E+000
+9.16363636364E+008, -1.42979444350E+000, +0.00000000000E+000
+9.17818181818E+008, -1.41157395026E+000, +0.00000000000E+000
+9.19272727273E+008, -1.39458859581E+000, +0.00000000000E+000
+9.20727272727E+008, -1.37811210565E+000, +0.00000000000E+000
+9.22181818182E+008, -1.36227488000E+000, +0.00000000000E+000
+9.23636363636E+008, -1.34719814876E+000, +0.00000000000E+000
+9.25090909091E+008, -1.33311929476E+000, +0.00000000000E+000
+9.26545454545E+008, -1.32006417780E+000, +0.00000000000E+000
+9.28000000000E+008, -1.30779847257E+000, +0.00000000000E+000
+9.29454545455E+008, -1.29650772028E+000, +0.00000000000E+000
+9.30909090909E+008, -1.28694241444E+000, +0.00000000000E+000
+9.32363636364E+008, -1.27806332890E+000, +0.00000000000E+000
+9.33818181818E+008, -1.27053735861E+000, +0.00000000000E+000
+9.35272727273E+008, -1.26448038362E+000, +0.00000000000E+000
+9.36727272727E+008, -1.25978753804E+000, +0.00000000000E+000
+9.38181818182E+008, -1.25683015993E+000, +0.00000000000E+000
+9.39636363636E+008, -1.25505143598E+000, +0.00000000000E+000
+9.41090909091E+008, -1.25550466156E+000, +0.00000000000E+000
+9.42545454545E+008, -1.25647550482E+000, +0.00000000000E+000
+9.44000000000E+008, -1.25898393903E+000, +0.00000000000E+000
+9.45454545455E+008, -1.26132224366E+000, +0.00000000000E+000
+9.46909090909E+008, -1.26389895064E+000, +0.00000000000E+000
+9.48363636364E+008, -1.26555891094E+000, +0.00000000000E+000
+9.49818181818E+008, -1.26603636416E+000, +0.00000000000E+000
+9.51272727273E+008, -1.26487129983E+000, +0.00000000000E+000
+9.52727272727E+008, -1.26204962707E+000, +0.00000000000E+000
+9.54181818182E+008, -1.25733802365E+000, +0.00000000000E+000
+9.55636363636E+008, -1.24974899134E+000, +0.00000000000E+000
+9.57090909091E+008, -1.23931660379E+000, +0.00000000000E+000
+9.58545454545E+008, -1.22690555481E+000, +0.00000000000E+000
+9.60000000000E+008, -1.21270883770E+000, +0.00000000000E+000
+9.61454545455E+008, -1.19732692611E+000, +0.00000000000E+000
+9.62909090909E+008, -1.18120871093E+000, +0.00000000000E+000
+9.64363636364E+008, -1.16466614693E+000, +0.00000000000E+000
+9.65818181818E+008, -1.14855022321E+000, +0.00000000000E+000
+9.67272727273E+008, -1.13230619113E+000, +0.00000000000E+000
+9.68727272727E+008, -1.11678196019E+000, +0.00000000000E+000
+9.70181818182E+008, -1.10241114866E+000, +0.00000000000E+000
+9.71636363636E+008, -1.08887580800E+000, +0.00000000000E+000
+9.73090909091E+008, -1.07606147746E+000, +0.00000000000E+000
+9.74545454545E+008, -1.06355805503E+000, +0.00000000000E+000
+9.76000000000E+008, -1.05227742083E+000, +0.00000000000E+000
+9.77454545455E+008, -1.04057939812E+000, +0.00000000000E+000
+9.78909090909E+008, -1.02965322558E+000, +0.00000000000E+000
+9.80363636364E+008, -1.01921765708E+000, +0.00000000000E+000
+9.81818181818E+008, -1.00986704228E+000, +0.00000000000E+000
+9.83272727273E+008, -1.00109063444E+000, +0.00000000000E+000
+9.84727272727E+008, -9.92827795201E-001, +0.00000000000E+000
+9.86181818182E+008, -9.85471672439E-001, +0.00000000000E+000
+9.87636363636E+008, -9.79922105731E-001, +0.00000000000E+000
+9.89090909091E+008, -9.75675078523E-001, +0.00000000000E+000
+9.90545454545E+008, -9.73866510308E-001, +0.00000000000E+000
+9.92000000000E+008, -9.74227231037E-001, +0.00000000000E+000
+9.93454545455E+008, -9.76556439459E-001, +0.00000000000E+000
+9.94909090909E+008, -9.81170668960E-001, +0.00000000000E+000
+9.96363636364E+008, -9.87817727412E-001, +0.00000000000E+000
+9.97818181818E+008, -9.96445557593E-001, +0.00000000000E+000
+9.99272727273E+008, -1.00523380231E+000, +0.00000000000E+000
+1.00072727273E+009, -1.01377784174E+000, +0.00000000000E+000
+1.00218181818E+009, -1.02156330019E+000, +0.00000000000E+000
+1.00363636364E+009, -1.02806977050E+000, +0.00000000000E+000
+1.00509090909E+009, -1.03202931121E+000, +0.00000000000E+000
+1.00654545455E+009, -1.03440909744E+000, +0.00000000000E+000
+1.00800000000E+009, -1.03551531099E+000, +0.00000000000E+000
+1.00945454545E+009, -1.03522945184E+000, +0.00000000000E+000
+1.01090909091E+009, -1.03400518232E+000, +0.00000000000E+000
